,Country,Utility,Document_link,Date_start,Date_end,$local,Component,Unit,Charge,Tariff_code
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable por los Primeros 400 kWh/mes,$/kWh,5.758,R9
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable por el Excedente a los 400 kWh/mes,$/kWh,8.113,R9
0,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Fijo 0-800,$/mes,548.81,Tarifa 1 -G1
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable 0-800,$/kWh,10.076,Tarifa 1 -G1
0,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Fijo 0-800,$/mes,537.25,Tarifa 1 -G1
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable 0-800,$/kWh,9.682,Tarifa 1 -G1
0,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Fijo 801-2000,$/mes,558.54,Tarifa 1 -G2
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable 801-2000,$/kWh,10.863,Tarifa 1 -G2
0,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Fijo 801-2000,$/mes,548.86,Tarifa 1 -G2
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable 801-2000,$/kWh,10.419,Tarifa 1 -G2
0,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Fijo + 2000,$/mes,556.0,Tarifa 1 -G3
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable + 2000,$/kWh,10.926,Tarifa 1 -G3
0,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Fijo + 2000,$/mes,565.64,Tarifa 1 -G3
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable + 2000,$/kWh,10.605,Tarifa 1 -G3
0,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable,$/kWh,9.869,Tarifa 1 -AP
0,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable,$/kWh,9.229,Tarifa 1 -AP
0,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Fijo,$/mes,1363.89,Tarifa 2
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Contratada,$/kW-mes,639.16,Tarifa 2
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Adquirida,$/kW-mes,65.2,Tarifa 2
3,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable,$/kW,7.053,Tarifa 2
0,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Fijo,$/mes,1460.51,Tarifa 2
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Contratada,$/kW-mes,529.33,Tarifa 2
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Adquirida,$/kW-mes,56.34,Tarifa 2
3,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable,$/kW,7.048,Tarifa 2
0,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Fijo,$/mes,5493.8,Tarifa 3 - BT < 300 kW potencia contratada
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Contratada,$/kW-mes,579.2,Tarifa 3 - BT < 300 kW potencia contratada
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Adquirida,$/kW-mes,75.88,Tarifa 3 - BT < 300 kW potencia contratada
3,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Pico,$/kWh,7.221,Tarifa 3 - BT < 300 kW potencia contratada
4,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Resto,$/kWh,7.041,Tarifa 3 - BT < 300 kW potencia contratada
5,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Valle,$/kWh,6.859,Tarifa 3 - BT < 300 kW potencia contratada
0,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Fijo,$/mes,5836.53,Tarifa 3 - BT < 300 kW potencia contratada
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Contratada,$/kW-mes,403.31,Tarifa 3 - BT < 300 kW potencia contratada
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Adquirida,$/kW-mes,62.43,Tarifa 3 - BT < 300 kW potencia contratada
3,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Pico,$/kWh,7.221,Tarifa 3 - BT < 300 kW potencia contratada
4,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Resto,$/kWh,7.041,Tarifa 3 - BT < 300 kW potencia contratada
5,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Valle,$/kWh,6.859,Tarifa 3 - BT < 300 kW potencia contratada
0,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Fijo,$/mes,6332.68,Tarifa 3 - MT < 300 kW potencia contratada
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Contratada,$/kW-mes,315.7,Tarifa 3 - MT < 300 kW potencia contratada
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Adquirida,$/kW-mes,87.5,Tarifa 3 - MT < 300 kW potencia contratada
3,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Pico,$/kWh,6.863,Tarifa 3 - MT < 300 kW potencia contratada
4,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Resto,$/kWh,6.691,Tarifa 3 - MT < 300 kW potencia contratada
5,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Valle,$/kWh,6.519,Tarifa 3 - MT < 300 kW potencia contratada
0,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Fijo,$/mes,7260.72,Tarifa 3 - MT < 300 kW potencia contratada
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Contratada,$/kW-mes,216.8,Tarifa 3 - MT < 300 kW potencia contratada
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Adquirida,$/kW-mes,77.55,Tarifa 3 - MT < 300 kW potencia contratada
3,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Pico,$/kWh,6.863,Tarifa 3 - MT < 300 kW potencia contratada
4,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Resto,$/kWh,6.691,Tarifa 3 - MT < 300 kW potencia contratada
5,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Valle,$/kWh,6.519,Tarifa 3 - MT < 300 kW potencia contratada
0,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Fijo,$/mes,8224.26,Tarifa 3 - AT < 300 kW potencia contratada
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Contratada,$/kW-mes,107.63,Tarifa 3 - AT < 300 kW potencia contratada
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Adquirida,$/kW-mes,81.89,Tarifa 3 - AT < 300 kW potencia contratada
3,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Pico,$/kWh,6.581,Tarifa 3 - AT < 300 kW potencia contratada
4,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Resto,$/kWh,6.417,Tarifa 3 - AT < 300 kW potencia contratada
5,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Valle,$/kWh,6.251,Tarifa 3 - AT < 300 kW potencia contratada
0,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Fijo,$/mes,8737.33,Tarifa 3 - AT < 300 kW potencia contratada
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Contratada,$/kW-mes,68.53,Tarifa 3 - AT < 300 kW potencia contratada
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Adquirida,$/kW-mes,76.08,Tarifa 3 - AT < 300 kW potencia contratada
3,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Pico,$/kWh,6.581,Tarifa 3 - AT < 300 kW potencia contratada
4,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Resto,$/kWh,6.417,Tarifa 3 - AT < 300 kW potencia contratada
5,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Valle,$/kWh,6.251,Tarifa 3 - AT < 300 kW potencia contratada
0,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Fijo,$/mes,5493.8,Tarifa 3 Organismos Públicos de Educación y Salud - BT >= 300 kW potencia contratada
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Contratada,$/kW-mes,579.2,Tarifa 3 Organismos Públicos de Educación y Salud - BT >= 300 kW potencia contratada
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Adquirida,$/kW-mes,75.88,Tarifa 3 Organismos Públicos de Educación y Salud - BT >= 300 kW potencia contratada
3,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Pico,$/kWh,7.415,Tarifa 3 Organismos Públicos de Educación y Salud - BT >= 300 kW potencia contratada
4,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Resto,$/kWh,7.237,Tarifa 3 Organismos Públicos de Educación y Salud - BT >= 300 kW potencia contratada
5,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Valle,$/kWh,7.057,Tarifa 3 Organismos Públicos de Educación y Salud - BT >= 300 kW potencia contratada
0,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Fijo,$/mes,5836.53,Tarifa 3 Organismos Públicos de Educación y Salud - BT >= 300 kW potencia contratada
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Contratada,$/kW-mes,403.31,Tarifa 3 Organismos Públicos de Educación y Salud - BT >= 300 kW potencia contratada
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Adquirida,$/kW-mes,62.43,Tarifa 3 Organismos Públicos de Educación y Salud - BT >= 300 kW potencia contratada
3,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Pico,$/kWh,7.415,Tarifa 3 Organismos Públicos de Educación y Salud - BT >= 300 kW potencia contratada
4,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Resto,$/kWh,7.237,Tarifa 3 Organismos Públicos de Educación y Salud - BT >= 300 kW potencia contratada
5,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Valle,$/kWh,7.057,Tarifa 3 Organismos Públicos de Educación y Salud - BT >= 300 kW potencia contratada
0,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Fijo,$/mes,6332.68,Tarifa 3 Organismos Públicos de Educación y Salud - MT >= 300 kW potencia contratada
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Contratada,$/kW-mes,315.7,Tarifa 3 Organismos Públicos de Educación y Salud - MT >= 300 kW potencia contratada
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Adquirida,$/kW-mes,87.5,Tarifa 3 Organismos Públicos de Educación y Salud - MT >= 300 kW potencia contratada
3,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Pico,$/kWh,7.047,Tarifa 3 Organismos Públicos de Educación y Salud - MT >= 300 kW potencia contratada
4,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Resto,$/kWh,6.878,Tarifa 3 Organismos Públicos de Educación y Salud - MT >= 300 kW potencia contratada
5,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Valle,$/kWh,6.706,Tarifa 3 Organismos Públicos de Educación y Salud - MT >= 300 kW potencia contratada
0,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Fijo,$/mes,7260.72,Tarifa 3 Organismos Públicos de Educación y Salud - MT >= 300 kW potencia contratada
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Contratada,$/kW-mes,216.8,Tarifa 3 Organismos Públicos de Educación y Salud - MT >= 300 kW potencia contratada
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Adquirida,$/kW-mes,77.55,Tarifa 3 Organismos Públicos de Educación y Salud - MT >= 300 kW potencia contratada
3,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Pico,$/kWh,7.047,Tarifa 3 Organismos Públicos de Educación y Salud - MT >= 300 kW potencia contratada
4,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Resto,$/kWh,6.878,Tarifa 3 Organismos Públicos de Educación y Salud - MT >= 300 kW potencia contratada
5,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Valle,$/kWh,6.706,Tarifa 3 Organismos Públicos de Educación y Salud - MT >= 300 kW potencia contratada
0,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Fijo,$/mes,8224.26,Tarifa 3 Organismos Públicos de Educación y Salud - AT >= 300 kW potencia contratada
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Contratada,$/kW-mes,107.63,Tarifa 3 Organismos Públicos de Educación y Salud - AT >= 300 kW potencia contratada
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Adquirida,$/kW-mes,81.89,Tarifa 3 Organismos Públicos de Educación y Salud - AT >= 300 kW potencia contratada
3,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Pico,$/kWh,6.758,Tarifa 3 Organismos Públicos de Educación y Salud - AT >= 300 kW potencia contratada
4,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Resto,$/kWh,6.595,Tarifa 3 Organismos Públicos de Educación y Salud - AT >= 300 kW potencia contratada
5,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Valle,$/kWh,6.431,Tarifa 3 Organismos Públicos de Educación y Salud - AT >= 300 kW potencia contratada
0,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Fijo,$/mes,8737.33,Tarifa 3 Organismos Públicos de Educación y Salud - AT >= 300 kW potencia contratada
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Contratada,$/kW-mes,68.53,Tarifa 3 Organismos Públicos de Educación y Salud - AT >= 300 kW potencia contratada
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Adquirida,$/kW-mes,76.08,Tarifa 3 Organismos Públicos de Educación y Salud - AT >= 300 kW potencia contratada
3,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Pico,$/kWh,6.758,Tarifa 3 Organismos Públicos de Educación y Salud - AT >= 300 kW potencia contratada
4,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Resto,$/kWh,6.595,Tarifa 3 Organismos Públicos de Educación y Salud - AT >= 300 kW potencia contratada
5,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Valle,$/kWh,6.431,Tarifa 3 Organismos Públicos de Educación y Salud - AT >= 300 kW potencia contratada
0,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Fijo,$/mes,5493.8,Tarifa 3 General - BT >= 300 kW potencia contratada
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Contratada,$/kW-mes,579.2,Tarifa 3 General - BT >= 300 kW potencia contratada
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Adquirida,$/kW-mes,439.46,Tarifa 3 General - BT >= 300 kW potencia contratada
3,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Pico,$/kWh,15.421,Tarifa 3 General - BT >= 300 kW potencia contratada
