,Country,Utility,Document_link,Date_start,Date_end,$local,Component,Unit,Charge,Tariff_code
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo hasta 0-150,$/mes,0.0,Tarifa 1 -R1 Electrodependientes con TS exc. 600 s/ahorro hasta 1050
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 0-150,$/kWh,0.0,Tarifa 1 -R1 Electrodependientes con TS exc. 600 s/ahorro hasta 1050
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo hasta 0-150,$/mes,,Tarifa 1 -R1 Electrodependientes con TS exc. 600 s/ahorro más de 1050
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 0-150,$/kWh,,Tarifa 1 -R1 Electrodependientes con TS exc. 600 s/ahorro más de 1050
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 151-325,$/mes,0.0,Tarifa 1 -R2 Electrodependientes con TS exc. 600 c/ahorro
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 151-325,$/kWh,0.0,Tarifa 1 -R2 Electrodependientes con TS exc. 600 c/ahorro
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 151-325,$/mes,0.0,Tarifa 1 -R2 Electrodependientes con TS exc. 600 s/ahorro hasta 1050
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 151-325,$/kWh,0.0,Tarifa 1 -R2 Electrodependientes con TS exc. 600 s/ahorro hasta 1050
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 151-325,$/mes,,Tarifa 1 -R2 Electrodependientes con TS exc. 600 s/ahorro más de 1050
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 151-325,$/kWh,,Tarifa 1 -R2 Electrodependientes con TS exc. 600 s/ahorro más de 1050
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 151-325,$/mes,0.0,Tarifa 1 -R2 Electrodependientes con TS exc. 600 c/ahorro
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 151-325,$/kWh,0.0,Tarifa 1 -R2 Electrodependientes con TS exc. 600 c/ahorro
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 151-325,$/mes,0.0,Tarifa 1 -R2 Electrodependientes con TS exc. 600 s/ahorro hasta 1050
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 151-325,$/kWh,0.0,Tarifa 1 -R2 Electrodependientes con TS exc. 600 s/ahorro hasta 1050
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 151-325,$/mes,,Tarifa 1 -R2 Electrodependientes con TS exc. 600 s/ahorro más de 1050
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 151-325,$/kWh,,Tarifa 1 -R2 Electrodependientes con TS exc. 600 s/ahorro más de 1050
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 326-400,$/bim,0.0,Tarifa 1 -R3 Electrodependientes con TS exc. 600 c/ahorro
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 326-400,$/kWh,0.0,Tarifa 1 -R3 Electrodependientes con TS exc. 600 c/ahorro
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 326-400,$/bim,0.0,Tarifa 1 -R3 Electrodependientes con TS exc. 600 s/ahorro hasta 1050
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 326-400,$/kWh,0.0,Tarifa 1 -R3 Electrodependientes con TS exc. 600 s/ahorro hasta 1050
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 326-400,$/bim,,Tarifa 1 -R3 Electrodependientes con TS exc. 600 s/ahorro más de 1050
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 326-400,$/kWh,,Tarifa 1 -R3 Electrodependientes con TS exc. 600 s/ahorro más de 1050
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 326-400,$/bim,0.0,Tarifa 1 -R3 Electrodependientes con TS exc. 600 c/ahorro
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 326-400,$/kWh,0.0,Tarifa 1 -R3 Electrodependientes con TS exc. 600 c/ahorro
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 326-400,$/bim,0.0,Tarifa 1 -R3 Electrodependientes con TS exc. 600 s/ahorro hasta 1050
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 326-400,$/kWh,0.0,Tarifa 1 -R3 Electrodependientes con TS exc. 600 s/ahorro hasta 1050
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 326-400,$/bim,,Tarifa 1 -R3 Electrodependientes con TS exc. 600 s/ahorro más de 1050
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 326-400,$/kWh,,Tarifa 1 -R3 Electrodependientes con TS exc. 600 s/ahorro más de 1050
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 401-450,$/bim,0.0,Tarifa 1 -R4 Electrodependientes con TS exc. 600 c/ahorro
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 401-450,$/kWh,0.0,Tarifa 1 -R4 Electrodependientes con TS exc. 600 c/ahorro
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 401-450,$/bim,0.0,Tarifa 1 -R4 Electrodependientes con TS exc. 600 s/ahorro hasta 1050
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 401-450,$/kWh,0.0,Tarifa 1 -R4 Electrodependientes con TS exc. 600 s/ahorro hasta 1050
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 401-450,$/bim,,Tarifa 1 -R4 Electrodependientes con TS exc. 600 s/ahorro más de 1050
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 401-450,$/kWh,,Tarifa 1 -R4 Electrodependientes con TS exc. 600 s/ahorro más de 1050
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 401-450,$/bim,0.0,Tarifa 1 -R4 Electrodependientes con TS exc. 600 c/ahorro
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 401-450,$/kWh,0.0,Tarifa 1 -R4 Electrodependientes con TS exc. 600 c/ahorro
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 401-450,$/bim,0.0,Tarifa 1 -R4 Electrodependientes con TS exc. 600 s/ahorro hasta 1050
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 401-450,$/kWh,0.0,Tarifa 1 -R4 Electrodependientes con TS exc. 600 s/ahorro hasta 1050
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 401-450,$/bim,,Tarifa 1 -R4 Electrodependientes con TS exc. 600 s/ahorro más de 1050
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 401-450,$/kWh,,Tarifa 1 -R4 Electrodependientes con TS exc. 600 s/ahorro más de 1050
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 451-500,$/bim,0.0,Tarifa 1 -R5 Electrodependientes con TS exc. 600 c/ahorro
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 451-500,$/kWh,0.0,Tarifa 1 -R5 Electrodependientes con TS exc. 600 c/ahorro
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 451-500,$/bim,0.0,Tarifa 1 -R5 Electrodependientes con TS exc. 600 s/ahorro hasta 1050
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 451-500,$/kWh,0.0,Tarifa 1 -R5 Electrodependientes con TS exc. 600 s/ahorro hasta 1050
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 451-500,$/bim,,Tarifa 1 -R5 Electrodependientes con TS exc. 600 s/ahorro más de 1050
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 451-500,$/kWh,,Tarifa 1 -R5 Electrodependientes con TS exc. 600 s/ahorro más de 1050
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 451-500,$/bim,0.0,Tarifa 1 -R5 Electrodependientes con TS exc. 600 c/ahorro
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 451-500,$/kWh,0.0,Tarifa 1 -R5 Electrodependientes con TS exc. 600 c/ahorro
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 451-500,$/bim,0.0,Tarifa 1 -R5 Electrodependientes con TS exc. 600 s/ahorro hasta 1050
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 451-500,$/kWh,0.0,Tarifa 1 -R5 Electrodependientes con TS exc. 600 s/ahorro hasta 1050
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 451-500,$/bim,,Tarifa 1 -R5 Electrodependientes con TS exc. 600 s/ahorro más de 1050
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 451-500,$/kWh,,Tarifa 1 -R5 Electrodependientes con TS exc. 600 s/ahorro más de 1050
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 501-600,$/bim,0.0,Tarifa 1 -R6 Electrodependientes con TS exc. 600 c/ahorro
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 501-600,$/kWh,0.0,Tarifa 1 -R6 Electrodependientes con TS exc. 600 c/ahorro
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 501-600,$/bim,0.0,Tarifa 1 -R6 Electrodependientes con TS exc. 600 s/ahorro hasta 1050
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 501-600,$/kWh,0.0,Tarifa 1 -R6 Electrodependientes con TS exc. 600 s/ahorro hasta 1050
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 501-600,$/bim,,Tarifa 1 -R6 Electrodependientes con TS exc. 600 s/ahorro más de 1050
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 501-600,$/kWh,,Tarifa 1 -R6 Electrodependientes con TS exc. 600 s/ahorro más de 1050
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 501-600,$/bim,0.0,Tarifa 1 -R6 Electrodependientes con TS exc. 600 c/ahorro
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 501-600,$/kWh,0.0,Tarifa 1 -R6 Electrodependientes con TS exc. 600 c/ahorro
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 501-600,$/bim,0.0,Tarifa 1 -R6 Electrodependientes con TS exc. 600 s/ahorro hasta 1050
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 501-600,$/kWh,0.0,Tarifa 1 -R6 Electrodependientes con TS exc. 600 s/ahorro hasta 1050
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 501-600,$/bim,,Tarifa 1 -R6 Electrodependientes con TS exc. 600 s/ahorro más de 1050
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 501-600,$/kWh,,Tarifa 1 -R6 Electrodependientes con TS exc. 600 s/ahorro más de 1050
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo + 600,$/bim,0.0,Tarifa 1 -R7 Electrodependientes con TS exc. 600 c/ahorro
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable + 600,$/kWh,0.0,Tarifa 1 -R7 Electrodependientes con TS exc. 600 c/ahorro
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo + 600,$/bim,0.0,Tarifa 1 -R7 Electrodependientes con TS exc. 600 s/ahorro hasta 1050
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable + 600,$/kWh,0.0,Tarifa 1 -R7 Electrodependientes con TS exc. 600 s/ahorro hasta 1050
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo + 600,$/bim,0.0,Tarifa 1 -R7 Electrodependientes con TS exc. 600 s/ahorro más de 1050
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable + 600,$/kWh,0.0,Tarifa 1 -R7 Electrodependientes con TS exc. 600 s/ahorro más de 1050
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo + 600,$/bim,0.0,Tarifa 1 -R7 Electrodependientes con TS exc. 600 c/ahorro
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable + 600,$/kWh,0.0,Tarifa 1 -R7 Electrodependientes con TS exc. 600 c/ahorro
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo + 600,$/bim,0.0,Tarifa 1 -R7 Electrodependientes con TS exc. 600 s/ahorro hasta 1050
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable + 600,$/kWh,0.0,Tarifa 1 -R7 Electrodependientes con TS exc. 600 s/ahorro hasta 1050
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo + 600,$/bim,0.0,Tarifa 1 -R7 Electrodependientes con TS exc. 600 s/ahorro más de 1050
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable + 600,$/kWh,0.0,Tarifa 1 -R7 Electrodependientes con TS exc. 600 s/ahorro más de 1050
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo hasta 0-150,$/mes,16.86,Tarifa 1 -R1 Sin ahorro
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 0-150,$/kWh,0.908,Tarifa 1 -R1 Sin ahorro
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo hasta 0-150,$/mes,,Tarifa 1 -R1 10% <= ahorro <= 20%
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 0-150,$/kWh,,Tarifa 1 -R1 10% <= ahorro <= 20%
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo hasta 0-150,$/mes,,Tarifa 1 -R1 Ahorro > 20%
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 0-150,$/kWh,,Tarifa 1 -R1 Ahorro > 20%
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo hasta 0-150,$/mes,18.76,Tarifa 1 -R1 Sin ahorro
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 0-150,$/kWh,0.931,Tarifa 1 -R1 Sin ahorro
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo hasta 0-150,$/mes,,Tarifa 1 -R1 10% <= ahorro <= 20%
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 0-150,$/kWh,,Tarifa 1 -R1 10% <= ahorro <= 20%
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo hasta 0-150,$/mes,,Tarifa 1 -R1 Ahorro > 20%
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 0-150,$/kWh,,Tarifa 1 -R1 Ahorro > 20%
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 151-325,$/mes,31.74,Tarifa 1 -R2 Sin ahorro
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 151-325,$/kWh,0.908,Tarifa 1 -R2 Sin ahorro
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 151-325,$/mes,,Tarifa 1 -R2 10% <= ahorro <= 20%
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 151-325,$/kWh,,Tarifa 1 -R2 10% <= ahorro <= 20%
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 151-325,$/mes,,Tarifa 1 -R2 Ahorro > 20%
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 151-325,$/kWh,,Tarifa 1 -R2 Ahorro > 20%
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 151-325,$/mes,35.32,Tarifa 1 -R2 Sin ahorro
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Variable 151-325,$/kWh,0.931,Tarifa 1 -R2 Sin ahorro
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0A852DD6B52020210325823B005E0586?opendocument,2017-08-01,2017-08-31,ARS,Cargo Fijo 151-325,$/mes,,Tarifa 1 -R2 10% <= ahorro <= 20%
